bucket ID 	 bug ID 	 crash version 	 crashes 	 bug fixing changes 	 bug inducing changes
184579	224088	b6c037585768	614338|606843	1cbd01641369081cd9f303c4c2b182dcdf02209b	c4500bd8c757|cb77ccd141e4
189746	217208	b6c037585768	618821|618819|614856|614795|613083|612302|612221|610551|610550|610549|609680|609670|609669|609663|609222|608921|608918|608535|607611|607609|607608|607607|607605|607491|607070|606916|606913|606283|606282|606248|606181|606165|605962|605602|605140|605108|605033|604807|604803|604791|604733|604636|604331|604329|604328|603962|603961|603960|603953|603952|603950|603791|603790|603789|603691|603611|603178|603175|602446	b944014cc22bc2d48a61d8cf661c94910601d805|fcc4022363fb8ff30ad9233d3c6266f94627df82	28cd9c7a5fae
218072	253089	b6c037585768	665112	ce809173d3eb8a2bd8e37d7e309782c480444b3d	ecd1a0f0e385|1723314f2d0b
192719	218926	b6c037585768	626951|613326	6dcbbc536a341ee715cd6bcb95e2333db45b8889	f802edf10568|999fa8f7d6ff
192478	218432	b6c037585768	812789|654033|619840|619601|616573|614921|614785|614489|614372|614368|612895|612864|611938|611119|610647|610414|609420|608608|608491|607817|607521|606775|605172|604622|603620	426d078a6d22c5f5f13e5b3d66436f4c96827512	9bf9ea30f520
176945	218417	b6c037585768	611773	6e87a202df264f2fb60a1b84a33eb3253527889d	612151d66b5f
190775	218180	b6c037585768	699469|661652|650409|649979|624015|609911|609904|607495	356bbf52c3cc420283e264b1c096d428211a9c27	a194eab87b09
191105	216401	b6c037585768	613141|612679|611200|609743|609726|609005|608938|607074|605921|604962|604956|604717|604169|603278|602902|602654|602076	d4bd036195df7cb7ab533cbd7c70209000445a6a|062894b060ea21fbeb742ddd6daf32183e502c62	1aa01e27dd62|26fca0756cca
190901	215787	b6c037585768	610524|609231|601476	5bf22d4d376dd7914d434fd897e352e05c109d00	610c1756da93|36ee008cf2ad
38410	221173	b6c037585768	623940|604701	077d51d5ff80a8ffc8d35ca8476aac474a3b7f38	a10666d51e59
187417	213468	b6c037585768	612327|611072|610001|602220	0e784f35f9942ddf05322bfd06a6095a1ac897d8|02228de053409ae04ba20ccd43bbaf3cd251d02f	119494819767|751786e70d2d
184548	227374	b6c037585768	620751	72bbaaf88a4a9e5ad48e36baaac6a4ed279406d3	a4c388b547e7
203700	235687	b6c037585768	662000|660877|613591|610236|610233|609740	2d2bb8baec34e4081d0b5390d93c2dfdf8da8c9b	187790b39c72|87a57d4562df
189554	242246	b6c037585768	606597	eb710d78b155591c2414d76ecbba73eac68fb9ca	4ce71413be4a|45b8614096b1
211848	247110	b6c037585768	646023	d84141d4e448fe85cc2c5aa45ad7ede20681e073	3adff2c3b1c9|bb5436a892c1
195797	222898	b6c037585768	710780|659238|643517|614781|614780|613580	24dbc0e712d9fab89f69c23d0919dcc3ea66649f	44728f9b507e|b80cd8d87227
