bucket ID 	 bug ID 	 crash version 	 crashes 	 bug fixing changes 	 bug inducing changes
105870	149306	62da6e5b7962	336099|328202|321331|313502|302458|299453|295390|289601|289600|289284|272916|268664|267332|266940|266939|266271|266012|259057|255232|253860|253303|249717|249223|249117|248867|248361|240977|240519|238235|236770|233820|232868|232259|228222|226993|226450|226448|225932|225492|221883	39b46be59ff5c189489a7b32ed9c77ca4dfb8855	b6a7e9013f33|a9e8ba8ee474
157674	178886	62da6e5b7962	334375|331653	24b8af326ec66c4d0db2a99761ca076c11572241	3655e3539716
62573	188871	62da6e5b7962	307970|273313|273311|264334|247466|247448|245501|245479|243498|241872|236400|234967|232247|232246|231910|231603|229189|227010|226987|225296|224704	b2f6144b66d2ff390c5f623953658111307e1f81	8c3c397c5a77|6884008a7fc2
153556	177479	62da6e5b7962	309782	5a40014da640711f1e3dca5b73d8d9a38b6e7d38	9e29145f1f6b
149696	164498	62da6e5b7962	229905	1aa27f5a388cf1fbf82f356a6a0395cfdd963109	eaf43055f658|4f7e74b1693c|4023c2926ece
150955	177460	62da6e5b7962	276223|239693|221610	a4ee14a33968e87385e72facad74aa96c0c5459c	8559551465d2|bc43787578a7
146179	160776	62da6e5b7962	324065|319875|313677|311293|307193|277322|271229|262856|262779|250019|246649|244997|243103|239416|232385|231780|230237|230127|228253|228031|227918|227917|227914|227913|227031|226182|224169|223984|223806|223765|221726	9b875d312126f3e741962bc0f69a5540da034861|0178c9daf13461edbcd3ec14fcd896fa77e88f31|1f023625369c24919d2d276464242a23d8f92574	540e074db19a|793bd4f3fd62
143983	157538	62da6e5b7962	283825	ca35534e4f25dc32428a2d15fab321b3b195f985	8559551465d2
152458	167978	62da6e5b7962	368174|365356|348693|340173|261905|239595|234481|222225	49e0e4109e75c0cff7d32d36c0c19e9806554464|94a9ab15f4db3472f5ac1703a2bb197dfb68c3b8	8559551465d2
151566	167729	62da6e5b7962	281129|233312|231274|227931|226407|226299	541ccff289173876ee7682e03a4923427470e2e9|f9e3344730c7c70fe96c27f228d0d0406857cf07|b7319d788f664b35c82eb43c7aa1ff0d76b97f75	8559551465d2|e8677922298c|f7182cff6816|bc43787578a7|d447245f32fb
151487	165869	62da6e5b7962	532213|460505|453831|436305|413854|411720|406229|405631|400911|399299|396780|390525|368340|351534|348621|346674|342017|333484|332897|332627|329222|326326|324572|324413|321461|321307|321112|320016|319254|317540|317158|315446|315417|315346|314517|314515|314140|313229|312307|310696|310618|309003|306073|305508|304971|302943|301927|301414|296796|296204|292614|292205|289094|286635|282749|280572|280465|280239|280170|278615|278286|276163|275702|271316|271173|270937|270469|269713|268494|267562|266569|264553|264387|263861|263286|260909|260743|259867|259660|258857|258816|256939|256425|255628|255462|254817|254409|253448|252990|251877|251821|250877|250667|250666|250660|250489|250458|250118|248619|248232|247875|247857|246563|246069|245062|244907|244755|244337|244079|243457|243165|243080|242634|240809|240805|240787|240508|239999|239194|238801|238577|238104|237876|237421|237201|236891|236865|236800|236704|236695|236563|236517|236509|236465|236083|235958|235939|235790|235138|235075|234955|234759|234077|233884|233462|233432|233117|233105|233002|232919|232632|232470|232430|231012|230593|230238|230165|230142|230032|229828|229777|229597|229477|229473|229472|229380|228856|228778|228351|228312|228025|227956|227544|227359|227334|226224|226214|225851|225637|225519|225488|225116|225039|224932|224476|224438|224401|224350|224182|224139|223551|223094|223025|223002|222895|222668|222667|222666|222655|222416|222119|222057|221956|221745|221405|221247	e10e4a963224d26553153f0e2bac9d180a37f034|4abc689511d6e338f7a5e7f3750699c380b66e4e	9f7b78f36beb
172265	190041	62da6e5b7962	286943	2693ab3bc160161882811391c64447aded1825f0|a39b2899f195ea7e41aeb16181c784e524cc8505|4017ce92980ac3f5236be1e0efa5dfa4fe8c6f3e|4ca91a74ee805785c1788cbdf6660ad80b3f7835|e1e6dbb60405f291e7e4f3a354ef1481a8d9a34f	2116299eb6e2|0d0f2cff6ee4
175259	196608	62da6e5b7962	389338|272142	54e813f15e7d9b4f9c61242d1379eb7f45e1f41f	c5fe5a937722|ae2e68254ecd|7216190d5436|2683baca2630|a42de38c7be3
157282	171117	62da6e5b7962	251705	a6413f2b160635d5d028ed6bad59f64d16eeea95	2489d72ee77f|4dd4a82959b2|35b612f72fe0
157882	181132	62da6e5b7962	261628	8c6d0175b4888dbecffbcad702d565068a449751	719ab2c54730|9387b72807ce
152176	166500	62da6e5b7962	229319	abb1af7936b33b8637a6635d470dcfb29b4fe980	089c4eae387a|d58c9315a741|1b8b4273743a
151483	168705	62da6e5b7962	232886|228816	4173acbe5a9ea5e852ac7040ec1e29bd9d9a69c8	2d8586dbe347|8559551465d2|78e10891a932|844b7afaf0eb|fbd4224d747f
155021	190100	62da6e5b7962	238571	4093cade2552f9e4d068a22212afc7e8acc10917	439e09d216d9
151182	165208	62da6e5b7962	290793|275837|245432|235838|232016|228610|228609|227875|225883|224472|224120	43033f26453d2c8cb29d0bfb6e3bbd44edb37546	bfc92305b19c|815d6a93bada
153265	168274	62da6e5b7962	261868	b0ce7fbe41c78852b7bc8a7b8ce11ae14eaf6df4	80d50cf18862|fecbb84237a5
158356	186887	62da6e5b7962	356280	b2a8c71106b9024080ee195d9d4fec0d93915780	5f2b30361591|24aa5016f019|459625ec071d
12160	150390	62da6e5b7962	251783	a2d479c2d06a0747ca848ccb954ade840b071808	474e54ef3dee|1460cc49cf1c
153267	168124	62da6e5b7962	285966|223270	633f948c2b565d646b44ca2d4d392499dedee4e0	af9ec0b1a918
136864	161505	62da6e5b7962	223226	7c1078c6d1ebd360e0bf9bf7238720e5081c3b38	d745f9e69376
132903	152366	62da6e5b7962	240884	da39806fd875b0e12b5ea47a4c97a439c7a5ba16|a64aac5e66c95ec57f522ef4f212fc2886218c54	8559551465d2
164352	225698	62da6e5b7962	327052	78913c53632b3deda13a65607c81785ccef63a7e	3e22d9c7b912|50979096838a|99887e26dd71
146027	158131	62da6e5b7962	266205	3dea50dc3ffb727a1435d9b910b701f78cd5c6d6	eaebd48599b8|26847aebc78f
148968	162005	62da6e5b7962	232438	08c54caac289e4e6b9d794fd97a0d1bdabba135a	c4e5e1910711
151652	199345	62da6e5b7962	232777	8fb98c7732d59b3f16e55e84d63253342fefa98c	9bc576f9f83f
159173	191933	62da6e5b7962	268828	82ca1524edffb6b3360fa95b6c06c1c8173552b2	8559551465d2
159892	174245	62da6e5b7962	285446	7195773b0b633e9d9e9ea5ae620f677410a56a0c	8559551465d2|5eba689de690
158441	172162	62da6e5b7962	260981	df39a360840b858a3af9abc52945f5f6fe380818	068793f65ef1
153790	184022	62da6e5b7962	228764	80f3271db9c1ac64a08c585e5de2d9ff7945f02c	fa6299672e40|56190e94ae3f
133522	153335	62da6e5b7962	229659|227178|223186	7caadc02fee22354cf7142a4adacd4f0799d62d3	c8a4967de00c
42983	131943	62da6e5b7962	248826	dc8aae6de684d15da67c57fbf35e87f56b6385ff|f2aba681c5bcefd3464e1a084bdf8c44f7d68066	7a72333f2786|1c23d0d5a1a5
136319	162595	62da6e5b7962	222471	8d60f647ad73d47b9d1313811a4dcf48fbb2b1db|e970030d5df58cca5a9dfaee5e2678a14f77a2f2	8559551465d2
160660	179624	62da6e5b7962	284553	32c43847e8d91b55f7278f7c042c52012eb885d8	e8677922298c
149037	166282	62da6e5b7962	247290|226713|222329|222165	895b6aef538bccd1bee8fd6996a2c2e7b800a22b	98215e88bcc1
150616	165465	62da6e5b7962	263600|255180|223228	4a49732ebdc9dd4427ebf76c99eadcda1b9a165a|d9961884787f846160f28b2139cda9774874663f	cdf68a27c7fc|625c869b74a9|4e016aea68ab
147528	160302	62da6e5b7962	223853	18df6fd7caa4157cfa62ecde44653e5b7510a270	4f0a34c170f2|3d4cfe5940f5
27103	127322	62da6e5b7962	229966|229965|226924	4030b01ed5f9ab3535de1e390f81dc1a3fe015e3	6127868cb50a|c5fe5a937722|413edeed0055
152117	173098	62da6e5b7962	301667|265114|222065	8d8df638a6177a4a13e5c63209c8f6d25c35a31b|ac28394101d0a4c45c7e85249a1e86fb8d2584d4	8559551465d2|18cadbb0f1e7
152953	182717	62da6e5b7962	294002|248119|248118	889e208b8eeb6c3021dad0d8b29bddc9eed8272b	f2cbd8d95157
7612	154894	62da6e5b7962	290819|290694|284739|281367|275772|274455|256038|256037|252098|251635|248465|241655|239948|239946|239945|239931|239797|238314|238302|237525|235784|232500|232212|231105|229679|228524|228520|228519|228514|227036|226915|224909|224760|224651|223617|222966|222953|222510|221898|221638|221627|221624|221619|221600|221598|221522	70c66fa25606a4b49e7e6b5f382ee069f04d299a	b9883f324499
158030	172839	62da6e5b7962	266882	0662b197dc4563cbad75bb6fb20f3d0b35e0a5c7	6e67e17fa6b2|bb2d0b852b48
145505	157361	62da6e5b7962	280253|280159|280155|266946|266945|257648|233550	fad23e53083ca0ca92438a70e7731973a9362219|78199517f170ec4bc60039cedccb0c29719b9e3f	78199517f170|63608ddca04e
152110	168521	62da6e5b7962	290463|244696|242606|237402|237347|236340|236296|234079|234078|233763|233761|233759|231187|228245|227285|224505|221294	acbd23be272dfd5345d56ece9431136f13cf8364	7dd4083b4c09
