75739	2004-10-18 17:40:00
77948	2004-11-12 08:40:00
78548	2004-11-24 14:30:00
78559	2004-11-24 15:31:00
79107	2004-11-24 19:23:00
79481	2004-11-26 12:50:00
80120	2004-12-06 12:11:00
80276	2004-12-16 14:52:00
78854	2004-12-21 13:21:00
81265	2005-01-19 15:05:00
80506	2005-01-19 15:05:00
58185	2005-01-22 10:59:00
83251	2005-01-26 13:19:00
82346	2005-01-26 15:45:00
83699	2005-02-05 10:38:00
79419	2005-02-11 14:16:00
83262	2005-02-16 20:17:00
80830	2005-02-16 20:21:00
82905	2005-02-16 20:51:00
84557	2005-02-18 07:42:00
86000	2005-02-23 18:02:00
84012	2005-03-01 13:09:00
87363	2005-03-08 08:50:00
87676	2005-03-10 14:19:00
86294	2005-03-14 17:08:00
87855	2005-03-28 18:28:00
89533	2005-03-31 07:11:00
90018	2005-04-05 08:14:00
87997	2005-04-06 12:50:00
88829	2005-04-06 17:05:00
86631	2005-04-14 16:53:00
81242	2005-04-15 10:32:00
92017	2005-04-20 17:30:00
88717	2005-04-23 18:19:00
92612	2005-05-03 13:03:00
92181	2005-05-03 13:06:00
91159	2005-05-04 10:54:00
79268	2005-05-10 17:51:00
94467	2005-05-13 08:30:00
94598	2005-05-27 04:59:00
93724	2005-05-30 15:14:00
97651	2005-06-03 13:04:00
97678	2005-06-03 16:42:00
97745	2005-06-06 14:55:00
97177	2005-06-08 11:17:00
99376	2005-06-16 18:24:00
100040	2005-06-17 14:49:00
78634	2005-06-22 10:00:00
94603	2005-08-04 15:48:00
96916	2005-08-05 12:14:00
102794	2005-08-05 12:14:00
100387	2005-08-05 12:14:00
104966	2005-08-05 12:14:00
90258	2005-08-11 15:55:00
107145	2005-08-16 15:03:00
92013	2005-08-18 00:54:00
96053	2005-08-29 08:22:00
105772	2005-08-29 16:07:00
84609	2005-09-26 13:20:00
99266	2005-10-14 15:17:00
113971	2005-10-28 14:16:00
112358	2005-11-10 09:20:00
82277	2005-11-17 17:59:00
92341	2005-11-22 05:16:00
117574	2005-11-28 17:40:00
93380	2005-12-20 15:39:00
103976	2006-02-05 06:48:00
106289	2006-02-18 23:39:00
104150	2006-03-15 15:21:00
81264	2006-04-12 13:22:00
99145	2006-04-25 16:52:00
101354	2006-05-01 16:26:00
108769	2006-05-01 17:09:00
85072	2006-06-05 10:11:00
102756	2006-07-20 11:09:00
81834	2006-08-09 12:46:00
106372	2006-09-30 18:17:00
115947	2006-11-06 09:15:00
84911	2007-02-19 16:52:00
84906	2007-02-19 16:52:00
14654	2007-04-09 11:23:00
82500	2007-05-17 16:36:00
92241	2007-06-15 10:35:00
108591	2007-08-31 16:56:00
108813	2007-09-20 15:23:00
78856	2007-11-19 16:23:00
100095	2007-11-20 14:25:00
111259	2008-02-01 17:47:00
91317	2008-02-07 11:46:00
87460	2008-07-29 13:13:00
92757	2008-12-09 12:15:00
83408	2008-12-11 23:05:00
108236	2009-08-14 10:31:00
104545	2009-08-27 04:54:00
95410	2009-09-11 14:01:00
103863	2009-11-02 14:03:00
119192	2010-01-21 16:10:00
108792	2010-04-28 04:37:00
